image_path,umap_x,umap_y,cluster
../data_2\102021504_NEG663164014479278882_102021504_NEG663164014479278882_sw_arcsinh_vis_only.jpg,-0.1417358,2.7502542,1
../data_2\102021504_NEG664270221479670737_102021504_NEG664270221479670737_sw_arcsinh_vis_only.jpg,0.09879857,3.6441743,1
../data_2\102021504_NEG666846889481107505_102021504_NEG666846889481107505_sw_arcsinh_vis_only.jpg,0.019128323,4.7090607,1
../data_2\102021504_NEG669028748480810029_102021504_NEG669028748480810029_sw_arcsinh_vis_only.jpg,-0.42133957,3.3998425,1
../data_2\102021978_NEG565786336477092595_102021978_NEG565786336477092595_sw_arcsinh_vis_only.jpg,-1.5818151,4.420764,1
../data_2\102021980_NEG576667803474825283_102021980_NEG576667803474825283_sw_arcsinh_vis_only.jpg,3.2604606,4.887501,0
../data_2\102021980_NEG577646036477033395_102021980_NEG577646036477033395_sw_arcsinh_vis_only.jpg,0.7640553,2.243363,1
../data_2\102021981_NEG583343318473770500_102021981_NEG583343318473770500_sw_arcsinh_vis_only.jpg,1.1851742,5.092154,1
../data_2\102021981_NEG586493481476452509_102021981_NEG586493481476452509_sw_arcsinh_vis_only.jpg,1.409153,4.697095,0
../data_2\102021982_NEG593574657477168830_102021982_NEG593574657477168830_sw_arcsinh_vis_only.jpg,-1.7858009,3.7890859,1
../data_2\102021982_NEG594322234473727139_102021982_NEG594322234473727139_sw_arcsinh_vis_only.jpg,0.16510919,2.8160293,1
../data_2\102021982_NEG594333174476368664_102021982_NEG594333174476368664_sw_arcsinh_vis_only.jpg,-1.0152311,4.916965,1
../data_2\102021984_NEG605671540476154903_102021984_NEG605671540476154903_sw_arcsinh_vis_only.jpg,1.2390778,4.353561,1
../data_2\102021984_NEG609678648473892045_102021984_NEG609678648473892045_sw_arcsinh_vis_only.jpg,-1.7157302,4.543989,1
../data_2\102021984_NEG610367881474644147_102021984_NEG610367881474644147_sw_arcsinh_vis_only.jpg,1.0713015,4.018112,1
../data_2\102021985_NEG615462575476067577_102021985_NEG615462575476067577_sw_arcsinh_vis_only.jpg,-0.15479423,3.447929,1
