image_path,umap_x,umap_y,cluster
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_mtf_vis_only.jpg,8.87155,7.633544,4
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_mtf_vis_y.jpg,8.842282,9.818426,0
../data\102019586_NEG564463213499964061_102019586_NEG564463213499964061_sw_mtf_vis_y_j.jpg,-3.2935026,3.583884,1
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_arcsinh_vis_j.jpg,16.687254,-2.939398,3
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_arcsinh_vis_only.jpg,11.924233,4.3112297,4
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_arcsinh_vis_y.jpg,16.65432,-3.2769766,3
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_arcsinh_vis_y_j.jpg,13.782612,-4.0109224,3
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_mtf_vis_j.jpg,9.870817,10.987347,0
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_mtf_vis_only.jpg,9.718258,7.1946154,4
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_mtf_vis_y.jpg,9.871309,7.769152,4
../data\102019588_NEG576940500501085311_102019588_NEG576940500501085311_sw_mtf_vis_y_j.jpg,-2.9140065,4.7175226,1
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_arcsinh_vis_j.jpg,16.284609,-2.0416248,3
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_arcsinh_vis_only.jpg,11.72547,3.6487525,4
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_arcsinh_vis_y.jpg,16.041178,-1.9604384,3
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_arcsinh_vis_y_j.jpg,13.977862,-3.1141343,3
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_mtf_vis_j.jpg,11.390698,11.019625,2
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_mtf_vis_only.jpg,10.394557,7.3735867,4
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_mtf_vis_y.jpg,11.320943,10.86198,2
../data\102019588_NEG579781735502176069_102019588_NEG579781735502176069_sw_mtf_vis_y_j.jpg,-2.6114872,4.4963975,1
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_arcsinh_vis_j.jpg,15.957969,-2.0437956,3
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_arcsinh_vis_only.jpg,11.337906,3.7970011,4
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_arcsinh_vis_y.jpg,15.902596,-2.1884487,3
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_arcsinh_vis_y_j.jpg,14.039858,-2.8625858,3
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_mtf_vis_j.jpg,10.56686,10.760027,2
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_mtf_vis_only.jpg,10.300853,7.733733,4
